axon_diameter,fiber_diameter,group
0.6264538107423324,7.962117607341361,mtbi
0.18364332422208224,12.240527865015425,mtbi
0.8356286124100472,6.8223938284884955,mtbi
1.5952808021377916,22.587261921615852,mtbi
0.3295077718153605,28.66047403402074,mtbi
0.8204683841180153,39.6079979701172,mtbi
0.4874290524284853,7.344429529330181,mtbi
0.7383247051292173,20.882692526330615,mtbi
0.5757813516534923,11.394392548848257,mtbi
0.305388387156356,2.701092077616487,mtbi
1.511781168450848,48.03235521009553,mtbi
0.3898432364114311,0.7848000546633849,mtbi
0.6212405805418038,13.794787249015535,mtbi
2.2146998871775,0.5600431756133213,mtbi
1.1249309181431082,14.865464177648107,mtbi
0.04493360901523085,3.775845990286858,mtbi
0.016190263098946087,36.09917257782075,mtbi
0.9438362106852992,29.31109723125772,mtbi
0.8212211950980886,3.065066764237954,mtbi
0.5939013212175088,43.45223340724306,mtbi
0.9189773716082182,9.510190577993251,mtbi
0.7821363007310671,14.198928618436291,mtbi
0.0745649833651906,12.214527069781099,mtbi
1.9893516958633728,18.68195263288503,mtbi
0.6198257478947102,25.07266800478204,mtbi
0.056128739529000785,5.828924710349257,mtbi
0.1557955067053293,8.86583746436866,mtbi
1.4707523838992744,0.02210703263248262,mtbi
0.47815005510862035,1.4868264830332811,mtbi
0.4179415601997024,11.79041892376144,mtbi
1.358679551529044,11.37337465637004,mtbi
0.10278772734299552,2.7035723024766414,mtbi
0.38767161155936913,23.56173993146409,mtbi
0.05380504058290512,30.47133600859524,mtbi
1.3770595568286066,11.878923752568431,mtbi
0.41499456329967976,6.659007424270365,mtbi
0.3942899537103493,21.261996745527256,mtbi
0.05931339671118566,6.083678472686013,mtbi
1.100025371983883,7.400376198325763,mtbi
0.7631757484575442,5.341975815444621,mtbi
0.1645235962535869,10.850400619833007,mtbi
0.25336168013650756,24.157356119663444,mtbi
0.6969633754047374,23.20805231389903,mtbi
0.5566631986736573,14.004272990299963,mtbi
0.6887556945495199,31.73666909081691,mtbi
0.7074951569621196,11.16972851130608,mtbi
0.3645819621368303,25.53184416916073,mtbi
0.7685329245154158,11.465308284737725,mtbi
0.11234621215022805,24.492252297967116,mtbi
0.8811077264542148,9.468012728786231,mtbi
0.6203666772241242,0.5852432316544522,sham
0.04211587314423524,0.02412778252902938,sham
0.9109216485524455,0.41348888690699775,sham
0.15802877240407498,1.2081707916898132,sham
0.6545846439188178,1.9336984031839302,sham
1.767287269372646,1.3977499856003852,sham
0.7167074760172057,1.3000374448280885,sham
0.9101742294952272,0.8076467032358704,sham
0.3841853578263446,1.7997549015998389,sham
1.6821760805194184,2.4300778091506547,sham
0.635736453948977,0.5526304905841822,sham
0.461644730360566,0.3102412311869426,sham
1.432282238541663,1.376027963321726,sham
0.6506963533103667,1.1523494467874167,sham
0.20738074360196543,0.80501596270049125,sham
0.3928079294419839,2.867933203902608,sham
0.31999286854850684,0.33153513918331984,sham
0.27911330297655895,1.851843045276651,sham
0.494188331267827,0.18771948254048523,sham
0.17733048226960638,0.26979984100204824,sham
0.5059574621142574,3.00037191877717,sham
1.3430388251704115,0.1375430782618249,sham
0.21457940854686872,0.5940984470504376,sham
0.17955653004338712,0.10029881596349027,sham
0.10019074121356196,0.43420109507650784,sham
0.7126663070514053,0.04514383680465905,sham
0.07356440412632634,1.0239314873192102,sham
0.037634171467047915,2.6978185112479705,sham
0.6816604787556569,1.3356101703928986,sham
0.32427027224631905,1.570280917902715,sham
0.06016044043451516,1.6007204480254573,sham
0.5888944862596638,1.2790642410693929,sham
0.5314961926325724,0.2859022447588467,sham
1.5183940817867871,1.9074250378199153,sham
0.3065578607897656,0.6773295654425804,sham
1.536449823537586,0.2063809861308208,sham
0.3009761268366107,1.9039635055607367,sham
0.5282799044450062,0.9959065994860643,sham
0.6520947806809988,0.5592752801071106,sham
0.05689677784739255,1.2039423465906685,sham
1.9143594256800118,0.23023514986750235,sham
1.1765833120185625,0.5226153133322392,sham
1.6649724362120033,0.9512726250554884,sham
0.4635304014723856,1.079485118376176,sham
1.1159201050428453,1.5705076221958045,sham
0.7508190011934479,1.362379736650064,sham
2.087166545628347,1.8735050188975653,sham
0.017395619693251662,1.3206017048960437,sham
1.2863005304343256,0.5355671260127693,sham
1.6406055344185784,0.49539886644159553,sham
