axon_diameter,fiber_diameter,group
1.3709584471466685,0.7368337178054954,mtbi
0.5646981713960887,1.794077767098252,mtbi
0.3631284113373392,3.6065798250448147,mtbi
0.6328626049610404,1.4714902395317022,mtbi
0.40426832314099903,0.2054472826316145,mtbi
0.10612451609148403,0.6329789467116316,mtbi
1.511521997438939,1.554779813509221,mtbi
0.09465903841309756,0.20561262800336652,mtbi
2.018423713877042,6.850688442546323,mtbi
0.062714099052421,0.6520499894794608,mtbi
1.3048696542234852,0.8405393933476475,mtbi
2.286645392701107,0.4239621443650075,mtbi
1.3888607011123393,1.3316983364775115,mtbi
0.27878876681737136,3.2037662211753895,mtbi
0.13332133639365804,1.6646513027596195,mtbi
0.6359503980700744,2.9813047744519685,mtbi
0.2842529214160724,0.7687008304183035,mtbi
2.6564554209047757,2.37696879486074,mtbi
2.4404669285755194,2.1073954963849513,mtbi
1.3201133457301921,1.6499709536419265,mtbi
0.30663859407847455,2.387526822821275,mtbi
1.78130843398,0.2064217311422009,mtbi
0.17191735575962136,1.4271300052647768,mtbi
1.2146746991725987,2.182457348529856,mtbi
1.8951934612649652,1.242445426956509,mtbi
0.43046913160619965,1.3298049444723046,mtbi
0.25726938276892963,1.7582341509580148,mtbi
1.7631630851947802,1.061487349386057,mtbi
0.4600973548312714,2.0273955259487946,mtbi
0.6399948759601192,2.5172166832223954,mtbi
0.45545012324121936,3.4623362949747603,mtbi
0.7048373372288191,0.5903395360971946,mtbi
1.0351035219699223,0.2024250653764131,mtbi
0.6089263754072111,0.2767121902293206,mtbi
0.5049551232979703,2.7336214184560794,mtbi
1.7170086790733425,1.4007597365271998,mtbi
0.784459008379496,0.49699721369728433,mtbi
0.8509075941765183,0.4182998911102122,mtbi
2.414207649946632,2.136275463951273,mtbi
0.03612260689225563,1.8809028108582155,mtbi
0.20599860020025385,3.1863242676766044,mtbi
0.3610572985486663,1.0898833983226683,mtbi
0.7581632356995169,1.4885403528854244,mtbi
0.7267048270765752,3.18402188411827,mtbi
1.3682810444192945,2.542412131654468,mtbi
0.43281802588871715,1.9702119423487698,mtbi
0.8113931761866716,2.5903627640703344,mtbi
1.4441012617212527,3.3398996367868667,mtbi
0.43144620261334543,0.18306684325296718,mtbi
0.6556478834022068,1.495076758779652,mtbi
1.2009653755984941,0.05290801769657941,sham
1.0447510871677252,2.0170082690518667,sham
1.003208646839848,1.5173204140063863,sham
1.8484819016727465,0.3557394117863049,sham
0.6667734087578172,0.6081989220739297,sham
0.10551381245606943,1.6097280263820786,sham
0.422255881868856,0.010090643910524619,sham
0.12235017195497132,1.0403668313371575,sham
0.18819303450149788,0.6935400289355674,sham
0.11916095799700638,1.6739778192599652,sham
0.025092550867402877,0.22818363131476563,sham
0.10807272794203257,1.3933170993958788,sham
0.4854352358466677,0.21216894720759702,sham
0.5042171306879035,0.4715599403163348,sham
1.661099079914812,0.7670176123835404,sham
0.38233372687381795,1.862148506050287,sham
0.5126502578778004,1.2905002644423407,sham
2.7018910003447982,0.5910453868543674,sham
1.3621162311897186,0.11036747628203349,sham
0.13725621855860692,1.1642352569439083,sham
1.4936250673162905,0.2987115806301464,sham
1.4704357414367966,1.0876047889987974,sham
0.1247023861970068,2.2685726197377014,sham
0.9966391348840373,2.196296597707386,sham
0.001822614304708196,1.1242113720741513,sham
0.42825888142581525,0.19600878555147216,sham
0.6136716064494954,1.8837092691809179,sham
2.0246778454191077,0.8359113100545762,sham
1.224747950359986,0.6281520229591979,sham
0.17951644111793794,0.008262314347805326,sham
0.5676205944235353,0.19689266072115183,sham
0.49287735355347473,0.7593416614547456,sham
6.288406535112408e-5,0.47944875241931473,sham
1.1228896433799662,0.3830506416353704,sham
1.43985574297619,0.3630371853453475,sham
1.0971137684058216,1.7371076513611001,sham
0.11731956025017684,0.9109734639720448,sham
1.2014984009197012,0.7204556089562435,sham
0.46972958056630093,1.0871985706418397,sham
0.05246948493899633,2.072964610608116,sham
0.08610729823708956,0.266446154763924,sham
0.8876790179064316,0.4486143713647569,sham
0.44468400488473814,0.32839521437379116,sham
0.029444879088238146,1.6822032051299196,sham
0.41386884905792354,1.246921577694472,sham
1.1133860233682031,1.411507309783871,sham
0.4809928416539819,0.5249073761304281,sham
0.43316903260072903,0.7624337977350872,sham
0.6968625765521028,2.3597969800001386,sham
1.0563684131709081,0.1674678571830981,sham
